customer_id,age,gender,annual_income,spending_score,purchase_frequency,last_purchase_days,total_purchases,average_order_value,product_category,loyalty_years,customer_rating,churn_label,region
C390,54,Female,138527,95,43,150,350,787,Fashion,8,2.2,0,North
C391,41,Male,143239,25,13,215,46,651,Fashion,2,2.9,1,North
C392,46,Female,147896,23,18,197,117,648,Beauty,5,2.3,0,North
C393,66,Male,55144,24,8,42,53,273,Electronics,4,4.4,0,West
C394,63,Female,72161,38,18,53,191,316,Sports,10,2.2,0,North
C395,70,Female,116718,28,15,330,20,499,Fashion,1,3.6,1,West
C396,48,Female,145873,21,10,251,76,622,Beauty,6,1.5,1,South
C397,52,Male,111074,54,21,295,70,651,Sports,3,3.7,1,West
C398,50,Male,97360,18,8,271,31,457,Fashion,0,4.7,1,North
C399,69,Male,70979,36,15,123,50,438,Food,3,3.4,0,North
C400,38,Female,117661,99,42,339,221,829,Electronics,5,3.2,0,South
C401,49,Male,26979,45,25,266,165,259,Beauty,6,4.8,0,West
C402,40,Male,46189,73,27,348,165,410,Fashion,6,3.5,1,South
C403,50,Male,62600,53,29,29,200,360,Fashion,6,2.0,0,West
C404,20,Female,79560,30,13,35,31,507,Sports,2,2.2,0,North
C405,35,Female,98040,60,31,6,178,501,Sports,5,3.8,0,West
C406,42,Male,143257,98,49,111,364,872,Electronics,7,3.9,0,North
C407,59,Male,81558,32,13,294,44,463,Food,3,2.2,1,North
C408,48,Female,106205,67,33,77,240,668,Fashion,7,2.4,0,East
C409,20,Female,26910,67,24,349,39,250,Fashion,1,5.0,0,East
C410,57,Female,77713,28,17,147,156,373,Food,9,1.4,1,West
C411,63,Male,66857,44,18,67,173,359,Fashion,8,2.6,0,North
C412,41,Female,54964,79,35,8,286,357,Fashion,8,1.2,0,South
C413,67,Female,105667,41,25,122,192,552,Sports,7,4.3,0,North
C414,49,Female,45227,63,25,340,251,334,Electronics,9,1.4,1,South
C415,64,Female,25978,23,16,175,165,248,Food,9,3.7,0,West
C416,39,Male,107527,75,39,179,27,685,Electronics,0,1.2,0,West
C417,40,Male,37153,48,19,85,40,294,Electronics,1,3.7,1,South
C418,19,Female,79765,32,17,45,42,391,Electronics,1,4.4,0,South
C419,44,Female,119084,57,27,136,254,653,Food,9,2.6,0,North
C420,59,Female,128212,100,48,343,198,800,Sports,4,3.1,1,West
C421,19,Female,59071,33,22,16,30,338,Electronics,1,2.6,0,North
C422,43,Female,132990,24,7,333,66,699,Electronics,8,2.2,1,South
C423,34,Female,89519,39,22,195,112,421,Beauty,4,4.2,0,East
C424,57,Male,29503,34,12,9,41,211,Electronics,1,2.1,0,East
C425,50,Female,80703,56,27,316,246,526,Beauty,9,3.9,0,East
C426,26,Male,84379,28,9,334,50,401,Electronics,3,1.8,1,South
C427,60,Male,115457,37,23,333,198,651,Sports,8,2.0,0,North
C428,65,Female,77866,7,7,327,26,366,Fashion,0,2.3,1,West
C429,56,Male,36905,68,32,15,334,315,Beauty,10,3.4,0,South
C430,46,Male,65838,37,13,327,16,384,Sports,0,2.8,1,East
C431,59,Male,145200,56,23,102,150,713,Fashion,6,4.0,0,North
C432,43,Female,78279,65,29,226,296,468,Electronics,10,1.9,0,West
C433,52,Male,109489,65,35,278,82,625,Sports,2,1.0,0,West
C434,67,Male,46806,47,26,113,257,391,Food,9,4.1,0,South
C435,42,Male,65000,20,14,1,28,357,Electronics,1,4.3,0,South
C436,41,Male,42168,19,12,266,98,224,Electronics,8,1.2,1,West
C437,30,Male,90119,29,20,208,49,486,Sports,2,3.4,0,West
C438,24,Male,58714,74,34,110,44,470,Fashion,1,2.5,0,East
C439,53,Female,74093,60,28,200,222,417,Food,7,4.2,0,West
C440,62,Male,75419,18,17,306,170,348,Fashion,9,4.5,0,South
C441,37,Male,69145,92,42,12,227,548,Beauty,5,4.4,0,North
C442,18,Male,125432,35,13,345,9,644,Beauty,0,4.1,1,East
C443,25,Male,97425,43,17,188,104,490,Beauty,5,2.1,1,East
C444,63,Female,112949,95,45,154,406,691,Electronics,9,4.2,0,West
C445,33,Female,97811,91,41,334,422,661,Beauty,10,3.1,0,North
C446,31,Male,22461,11,7,279,49,90,Fashion,6,1.2,0,East
C447,29,Male,34291,49,26,171,160,267,Food,6,2.8,0,South
C448,68,Male,66804,38,21,134,220,377,Fashion,10,4.8,0,West
C449,40,Female,96971,64,32,25,173,560,Electronics,5,4.6,0,South
C450,32,Female,113471,69,28,18,86,709,Beauty,3,1.4,0,West
C451,45,Female,84946,8,8,190,90,434,Electronics,10,4.0,0,East
C452,51,Male,118989,34,20,141,181,621,Food,8,4.2,0,West
C453,19,Female,104080,48,19,43,41,471,Sports,1,2.1,0,North
C454,49,Male,141719,56,22,334,91,702,Sports,3,2.9,1,South
C455,40,Male,81332,76,35,284,74,544,Electronics,2,3.8,1,North
C456,39,Male,97794,65,28,146,102,493,Fashion,3,2.8,1,South
C457,68,Male,50841,31,12,315,29,252,Sports,2,1.5,1,South
C458,42,Female,144447,4,8,319,27,580,Fashion,1,3.8,1,West
C459,39,Female,140029,50,28,92,114,687,Fashion,4,4.6,0,East
C460,39,Male,68758,69,25,179,37,482,Fashion,1,3.6,1,East
C461,66,Female,134726,30,12,56,77,559,Fashion,5,4.1,0,North
C462,69,Female,96272,88,44,155,98,626,Beauty,2,2.4,0,West
C463,59,Female,57643,59,29,160,147,415,Fashion,5,1.7,1,East
C464,23,Female,70408,67,28,111,62,483,Food,2,3.6,0,South
C465,32,Female,63950,75,39,137,359,503,Fashion,9,2.3,0,South
C466,60,Female,76849,45,25,232,229,461,Fashion,8,4.4,0,West
C467,54,Female,120500,4,1,220,19,473,Electronics,0,1.5,0,North
C468,50,Male,48044,26,14,68,81,276,Fashion,5,2.7,0,West
C469,25,Male,125469,27,9,302,29,542,Fashion,0,2.6,1,North
C470,70,Female,145588,46,19,249,202,706,Food,10,4.8,0,West
C471,61,Male,35997,64,34,323,111,283,Fashion,3,1.6,1,South
C472,61,Female,99751,91,40,6,402,725,Fashion,10,1.0,0,West
C473,22,Male,118605,51,21,280,71,613,Fashion,3,2.0,1,East
C474,56,Male,43911,50,24,94,50,378,Electronics,1,4.3,0,East
C475,21,Male,75533,6,6,269,14,335,Beauty,0,1.8,1,West
C476,23,Male,102566,59,21,197,91,542,Fashion,3,2.0,1,North
C477,62,Female,114870,15,9,25,25,517,Electronics,0,1.5,0,North
C478,49,Female,34571,30,18,148,40,268,Electronics,2,3.9,0,South
C479,69,Female,128255,42,15,118,145,635,Beauty,9,1.3,0,South
C480,47,Female,149226,37,14,338,133,711,Electronics,8,2.3,1,North
C481,64,Male,114463,42,23,338,227,556,Sports,9,2.1,0,West
C482,52,Female,77941,35,16,66,80,417,Electronics,4,3.2,0,South
C483,57,Female,78005,87,40,301,408,584,Beauty,10,3.9,0,North
C484,69,Female,106250,6,3,175,19,414,Beauty,5,3.1,0,North
C485,33,Male,78712,68,25,319,79,464,Food,2,4.7,1,West
C486,30,Female,63541,18,8,76,42,372,Electronics,4,4.8,0,East
C487,67,Female,43387,73,32,114,332,422,Fashion,10,2.4,0,North
C488,59,Female,113980,29,13,111,120,515,Fashion,7,4.1,0,South
C489,47,Female,68908,77,40,249,214,517,Fashion,5,4.0,0,West
C490,36,Male,105457,59,21,203,79,524,Fashion,3,4.6,0,West
C491,34,Female,33057,47,19,147,41,174,Electronics,1,2.8,1,West
C492,36,Female,84028,17,9,35,90,441,Food,8,3.1,0,East
C493,45,Male,130804,96,48,309,45,822,Fashion,0,2.7,1,East
C494,43,Female,139246,22,15,26,29,620,Fashion,0,4.4,0,South
C495,54,Female,75731,68,34,238,123,518,Electronics,3,1.9,1,South
C496,43,Male,44858,69,28,14,180,547,Beauty,6,2.0,0,West
C497,70,Male,68689,37,20,45,28,429,Fashion,0,2.5,0,South
C498,40,Male,64638,49,21,216,175,353,Sports,8,1.9,0,North
C499,26,Male,111598,13,10,233,50,401,Fashion,3,3.2,0,East
C500,29,Male,122386,34,19,193,62,644,Electronics,2,1.5,0,West
C501,70,Female,66486,86,41,51,43,566,Fashion,0,2.3,0,West
C502,18,Male,40567,53,23,214,18,350,Fashion,0,4.7,0,North
C503,18,Male,49739,87,37,151,27,419,Sports,0,2.6,1,North
C504,64,Female,77804,51,18,275,163,482,Food,9,4.0,1,North
C505,51,Female,128821,3,9,338,53,488,Fashion,3,1.5,1,North
C506,49,Male,23754,42,25,76,206,254,Beauty,8,2.0,0,West
C507,65,Male,47044,98,43,220,393,531,Fashion,9,4.2,0,East
C508,42,Male,87260,32,13,348,87,417,Beauty,5,4.1,1,East
C509,57,Female,86912,51,28,187,169,557,Beauty,5,2.5,0,North
C510,62,Male,145623,85,33,289,28,843,Electronics,0,4.8,0,South
C511,70,Female,28706,46,20,28,202,277,Fashion,9,4.6,0,West
C512,18,Female,28894,21,17,180,20,113,Fashion,0,4.8,1,East
C513,33,Male,38037,44,17,253,27,295,Food,1,2.7,0,North
C514,56,Female,103986,11,7,126,93,415,Fashion,10,1.8,0,South
C515,22,Female,101942,68,32,177,58,635,Beauty,1,3.5,0,South
C516,39,Male,71612,1,4,37,14,362,Sports,2,3.7,0,North
C517,46,Female,49725,92,36,99,125,489,Electronics,3,1.5,0,West
C518,20,Female,25926,63,30,98,79,247,Electronics,2,4.1,0,East
C519,29,Female,124555,24,8,127,50,601,Food,4,1.1,1,South
C520,43,Female,29496,99,46,168,374,435,Electronics,8,2.9,0,East
C521,33,Female,76447,13,11,80,57,447,Sports,3,2.3,0,East
C522,68,Female,121604,98,40,294,419,793,Fashion,10,4.0,0,South
C523,54,Female,49806,11,2,333,26,202,Fashion,8,2.3,1,North
C524,39,Female,108199,100,45,126,474,771,Electronics,10,4.3,0,South
C525,46,Female,61321,51,24,343,224,391,Sports,9,3.4,1,South
C526,31,Female,142041,17,14,310,49,623,Electronics,2,4.2,1,West
C527,45,Male,122031,99,49,150,367,738,Sports,7,5.0,0,East
C528,22,Male,85095,82,34,16,108,580,Fashion,3,3.7,0,North
C529,64,Male,42656,86,41,28,41,430,Sports,0,4.9,0,East
C530,66,Male,75147,24,19,173,215,366,Food,10,1.1,0,South
C531,47,Male,111396,19,9,46,79,473,Electronics,8,2.4,1,North
C532,63,Female,69666,37,18,328,168,404,Sports,8,1.4,1,North
C533,69,Male,102368,85,36,236,325,618,Electronics,9,2.0,0,North
C534,22,Female,58787,8,8,214,35,201,Fashion,1,4.4,1,North
C535,29,Male,133767,28,19,85,75,654,Electronics,3,1.1,1,West
C536,33,Female,82946,5,12,282,108,377,Sports,7,3.1,1,North
C537,43,Female,41727,17,9,232,82,152,Beauty,6,3.3,0,South
C538,43,Male,128351,36,24,85,37,529,Food,0,3.2,0,West
C539,65,Female,115081,19,9,65,56,466,Fashion,4,2.9,0,South
C540,38,Male,142721,64,31,134,198,756,Sports,6,4.2,0,South
C541,56,Female,130058,91,44,151,148,850,Electronics,3,1.5,0,East
C542,53,Male,88056,98,38,115,29,638,Beauty,0,2.2,0,North
C543,50,Female,23081,11,2,64,43,86,Electronics,8,3.5,0,North
C544,47,Male,54196,54,26,343,114,386,Beauty,4,3.8,1,South
C545,54,Female,56735,45,27,363,284,356,Sports,10,2.6,1,North
C546,40,Female,124749,47,18,352,43,570,Sports,1,4.5,1,West
C547,27,Male,100102,12,12,158,104,367,Food,7,2.7,0,East
C548,22,Male,99578,21,17,77,44,393,Fashion,2,2.6,0,North
C549,53,Male,45498,11,13,146,23,338,Food,1,1.1,1,North
C550,51,Male,96865,92,45,343,116,706,Electronics,2,3.2,0,West
C551,69,Female,51656,5,6,225,79,191,Food,9,3.8,0,East
C552,48,Male,87695,81,39,313,30,649,Food,0,1.5,1,West
C553,27,Male,57900,56,32,103,55,371,Beauty,1,2.2,0,South
C554,36,Male,148392,20,16,347,98,707,Fashion,6,4.1,1,South
C555,49,Female,137235,41,21,301,214,675,Electronics,9,2.5,0,North
C556,18,Male,104899,46,28,88,34,524,Fashion,0,2.0,1,East
C557,22,Male,67701,12,14,303,22,340,Food,1,3.7,1,South
C558,62,Male,128777,70,31,168,178,731,Electronics,5,1.8,0,West
C559,21,Male,39033,17,15,170,59,227,Fashion,2,4.6,0,South
C560,33,Female,143193,19,14,135,35,640,Sports,2,1.4,1,South
C561,41,Male,30805,26,16,50,56,211,Food,3,3.8,0,West
C562,33,Male,55851,48,23,340,231,407,Fashion,10,3.0,0,North
C563,19,Female,46832,52,27,347,34,472,Fashion,0,4.5,0,East
C564,66,Female,83437,96,40,134,282,684,Sports,7,1.5,0,North
C565,45,Male,135725,70,33,347,84,763,Fashion,2,3.7,0,West
C566,49,Female,33944,55,21,137,204,285,Sports,9,3.3,0,South
C567,44,Female,39873,100,44,245,221,449,Electronics,5,2.9,0,East
C568,37,Male,60372,75,31,109,20,403,Beauty,0,3.0,1,North
C569,41,Female,109464,33,19,313,116,570,Fashion,6,3.9,0,West
C570,29,Female,35379,62,33,287,251,276,Fashion,7,4.8,0,South
C571,67,Male,137322,88,33,21,333,794,Food,10,1.4,0,South
C572,52,Male,56751,23,13,90,110,329,Food,7,1.1,0,North
C573,50,Male,120082,15,9,296,36,513,Electronics,2,4.2,1,West
C574,50,Female,109822,27,15,112,164,495,Sports,9,1.4,0,South
C575,68,Female,25110,75,32,301,38,265,Fashion,0,4.9,0,South
C576,60,Female,74341,64,23,77,202,549,Beauty,8,3.5,0,East
C577,54,Male,32087,81,30,177,164,329,Sports,5,3.6,0,South
C578,29,Female,43762,51,26,343,284,298,Fashion,10,1.8,1,North
C579,20,Female,135812,53,28,148,22,612,Sports,0,2.0,1,West
C580,18,Male,102617,78,34,101,46,643,Fashion,0,3.6,0,West
C581,50,Male,120483,91,43,246,270,738,Electronics,6,4.6,0,East
C582,57,Female,29596,82,34,117,38,373,Beauty,0,4.9,0,West
C583,27,Male,123555,92,34,92,27,711,Food,0,1.8,0,North
C584,60,Female,127539,51,23,28,138,699,Fashion,5,1.5,1,South
C585,61,Male,38313,47,21,25,104,202,Fashion,4,1.2,0,East
C586,46,Male,133175,4,1,58,25,540,Fashion,8,4.5,0,West
C587,30,Male,86549,7,12,297,23,372,Beauty,1,2.2,1,East
C588,29,Male,134914,35,19,134,135,647,Electronics,7,1.0,1,East
C589,48,Female,43705,48,17,331,196,326,Fashion,10,1.9,1,West
C590,63,Male,87364,73,27,249,134,607,Fashion,4,2.4,1,East
C591,19,Female,93445,72,31,38,35,656,Fashion,1,5.0,0,West
C592,68,Female,123892,45,25,75,226,622,Fashion,9,3.1,1,North
C593,67,Female,98645,81,42,142,435,589,Electronics,10,1.8,0,West
C594,52,Male,22023,81,30,322,313,359,Electronics,10,2.3,0,South
C595,40,Female,139654,97,41,168,213,835,Fashion,5,2.3,1,West
C596,34,Female,79796,96,36,259,349,670,Beauty,9,1.1,1,South
C597,43,Male,100073,72,38,355,270,586,Electronics,7,1.5,1,East
C598,25,Male,112197,19,10,225,40,462,Sports,3,3.8,0,West
C599,46,Female,84429,63,25,152,44,533,Sports,1,1.5,1,South
C600,43,Female,124195,38,20,19,218,523,Sports,10,1.9,0,West
C601,27,Male,81627,67,36,146,149,504,Beauty,4,2.4,0,West
C602,43,Female,53848,59,26,241,45,375,Fashion,1,4.0,1,West
C603,51,Female,57804,69,37,344,63,449,Electronics,1,3.3,1,North
C604,68,Female,35379,13,13,237,88,130,Fashion,5,3.8,0,South
C605,58,Female,79664,47,28,35,307,415,Fashion,10,3.3,0,North
C606,24,Female,47766,61,22,190,44,431,Sports,1,3.7,0,North
C607,21,Male,129126,31,14,1,23,608,Food,0,1.0,1,South
C608,70,Male,88099,80,37,153,112,635,Beauty,3,4.7,0,West
C609,67,Male,56060,96,38,126,202,485,Electronics,5,1.4,1,North
C610,62,Female,114733,22,17,345,126,522,Beauty,6,2.6,1,North
C611,28,Female,89122,93,40,226,402,646,Fashion,10,4.1,0,North
C612,46,Male,36087,86,36,221,201,489,Fashion,5,2.7,0,West
C613,53,Female,68868,43,20,211,165,393,Fashion,7,4.8,0,North
C614,42,Female,139119,67,33,25,107,749,Sports,3,2.9,0,East
C615,38,Female,43225,54,19,16,27,389,Fashion,0,4.5,0,South
C616,53,Male,115286,10,8,182,73,472,Beauty,6,4.2,0,East
C617,27,Female,26643,42,22,329,60,246,Beauty,2,4.9,0,West
C618,54,Male,113059,64,24,129,125,694,Beauty,5,4.7,0,North
C619,26,Male,56727,21,15,42,41,261,Electronics,1,4.6,0,South
C620,41,Male,31005,80,34,336,294,381,Beauty,8,3.9,0,North
C621,52,Male,129079,76,37,236,31,831,Sports,0,2.5,1,West
C622,66,Male,85697,66,27,360,154,586,Electronics,5,1.4,1,South
C623,52,Female,36029,41,19,34,124,281,Electronics,5,3.8,0,East
C624,65,Male,135281,24,12,345,51,601,Electronics,4,4.9,0,South
C625,53,Female,34226,35,22,45,114,211,Electronics,4,3.9,0,North
C626,35,Male,83646,56,21,134,18,453,Fashion,0,4.7,0,South
C627,66,Female,80603,30,11,21,126,487,Beauty,9,4.2,0,West
C628,56,Female,48731,57,23,122,118,431,Fashion,4,1.7,0,West
C629,49,Male,129458,94,35,70,61,766,Fashion,1,2.0,0,South
C630,41,Male,130384,47,24,352,156,679,Beauty,6,2.4,0,West
C631,40,Male,88926,35,24,361,50,466,Fashion,2,1.7,1,West
C632,49,Female,25997,19,11,48,44,220,Beauty,3,3.3,0,West
C633,54,Female,75506,8,12,39,36,345,Fashion,2,4.9,0,East
C634,29,Male,98229,26,14,287,56,469,Food,2,4.0,1,North
C635,66,Female,69815,71,28,10,102,465,Fashion,3,2.7,0,West
C636,30,Male,62092,30,20,30,93,355,Food,4,1.0,0,South
C637,40,Male,82539,7,11,244,10,333,Electronics,0,2.3,1,West
C638,42,Female,86077,67,26,274,100,556,Sports,3,3.1,1,East
C639,52,Male,41817,65,24,88,252,358,Fashion,10,2.3,0,South
C640,58,Female,57861,36,14,244,100,320,Beauty,7,1.4,1,North
C641,47,Male,33428,25,10,329,95,160,Fashion,9,2.8,0,South
C642,34,Female,63934,37,15,15,97,392,Electronics,6,2.0,0,South
C643,66,Male,135555,1,1,4,34,547,Food,8,4.6,0,South
C644,37,Male,134367,15,6,191,50,671,Electronics,4,1.4,1,South
C645,65,Female,30258,37,21,168,213,180,Sports,9,1.2,0,West
C646,42,Male,77775,13,14,9,54,381,Beauty,3,1.0,0,North
C647,39,Female,101580,8,8,109,72,426,Sports,7,2.3,0,West
C648,30,Female,114947,5,7,137,79,579,Electronics,8,3.6,1,East
C649,36,Female,25469,60,34,154,212,309,Food,6,3.9,0,East
C650,66,Female,48854,73,39,209,262,430,Food,6,2.8,0,South
C651,53,Female,26256,1,1,272,13,104,Sports,4,3.7,1,West
C652,29,Female,144086,36,18,143,69,649,Electronics,3,2.4,0,West
C653,58,Female,96256,35,22,99,203,505,Fashion,9,3.7,0,North
C654,36,Female,53937,66,25,308,25,344,Fashion,0,1.2,1,North
C655,29,Male,119134,63,23,69,212,598,Electronics,9,2.6,0,North
C656,26,Male,21651,23,9,247,65,206,Fashion,6,4.2,1,West
C657,24,Female,70288,9,4,261,12,220,Fashion,0,4.2,1,North
C658,45,Male,104730,34,23,276,31,504,Sports,0,3.9,1,North
C659,31,Female,45051,46,21,79,97,265,Beauty,4,1.8,1,North
C660,48,Male,47386,78,38,146,313,403,Food,8,2.0,0,South
C661,69,Male,95054,4,3,111,36,401,Fashion,5,5.0,0,East
C662,36,Female,131562,30,13,258,40,665,Fashion,2,1.4,1,East
C663,64,Female,36184,95,43,93,104,490,Beauty,2,1.7,0,West
C664,33,Male,53787,75,38,13,243,394,Beauty,6,1.5,1,West
C665,70,Female,41621,99,48,260,250,440,Beauty,5,2.3,0,South
C666,22,Female,95564,72,29,109,38,800,Sports,0,1.8,0,East
C667,52,Male,97984,3,11,330,62,388,Fashion,5,3.0,1,North
C668,29,Female,79792,14,12,189,56,317,Sports,4,2.9,0,North
C669,42,Male,65253,60,33,95,325,405,Fashion,9,4.6,0,West
C670,69,Male,54051,77,40,105,243,434,Fashion,6,1.1,0,East
C671,38,Female,69811,45,17,8,23,394,Sports,0,2.3,0,West
C672,53,Male,50447,96,38,67,244,478,Electronics,6,3.4,0,West
C673,70,Female,148046,34,16,191,36,693,Electronics,2,3.4,0,North
C674,40,Female,103930,45,23,256,205,549,Fashion,8,2.9,1,North
C675,33,Male,143278,61,29,9,151,708,Fashion,5,4.3,0,East
C676,56,Female,120037,83,41,117,329,747,Beauty,8,1.3,0,West
C677,62,Female,50254,16,12,267,52,255,Electronics,4,4.3,1,South
C678,70,Male,104045,66,30,99,191,639,Electronics,6,3.0,0,East
C679,59,Female,136859,40,26,298,90,581,Electronics,3,1.5,1,West
C680,56,Female,77418,17,5,164,56,368,Electronics,6,4.5,0,East
C681,31,Female,134534,34,18,141,38,540,Electronics,0,3.6,1,East
C682,48,Female,34472,16,10,268,65,177,Food,6,1.7,0,East
C683,22,Male,131193,60,29,37,139,737,Fashion,4,1.1,0,South
C684,52,Female,23471,66,35,74,64,344,Sports,1,1.6,0,South
C685,40,Female,127332,66,26,73,125,724,Beauty,4,3.4,1,North
C686,46,Female,140312,90,40,308,216,865,Food,5,1.7,0,North
C687,60,Female,143379,13,12,199,25,597,Electronics,1,1.9,1,West
C688,28,Female,115804,56,32,130,173,605,Electronics,5,1.1,1,East
C689,35,Female,28329,31,18,246,107,340,Beauty,5,3.9,1,West
C690,64,Female,54865,34,13,312,33,362,Fashion,0,4.2,0,North
C691,29,Female,66850,39,22,60,18,325,Sports,0,4.2,0,South
C692,26,Female,74220,67,29,279,66,411,Beauty,2,1.5,1,North
C693,27,Female,132234,8,2,103,31,529,Beauty,9,4.6,0,West
C694,61,Female,113808,87,33,296,320,775,Beauty,9,3.7,0,North
C695,34,Male,128381,78,33,320,93,749,Food,2,4.6,0,West
C696,55,Male,26397,55,24,341,88,159,Fashion,3,2.8,0,West
C697,24,Male,117909,27,20,151,49,543,Beauty,1,2.7,1,West
C698,63,Female,149004,93,41,157,332,874,Fashion,8,4.1,0,West
C699,30,Female,55525,53,30,206,278,260,Electronics,9,1.4,1,North
C700,57,Female,73072,39,14,179,156,410,Food,10,3.1,0,West
C701,59,Male,110106,65,34,197,225,584,Food,6,4.3,0,West
C702,26,Female,103820,17,16,223,106,374,Beauty,6,4.3,0,East
C703,67,Male,104530,30,16,89,105,588,Food,5,4.8,0,West
C704,44,Male,43284,53,23,287,58,279,Fashion,2,3.8,0,North
C705,19,Female,81330,13,8,276,20,330,Beauty,1,1.8,1,West
C706,22,Female,103369,21,13,236,65,442,Sports,3,1.1,1,South
C707,46,Male,45122,19,14,183,103,237,Food,7,2.9,1,South
C708,54,Male,90553,53,31,209,233,609,Fashion,7,3.1,0,West
C709,55,Male,101906,19,16,130,161,404,Fashion,10,2.0,0,South
C710,36,Male,114788,57,23,153,212,614,Food,8,1.5,0,South
C711,25,Female,82812,25,20,13,129,412,Electronics,6,3.3,0,North
C712,65,Male,27999,86,38,122,31,326,Fashion,0,4.1,0,East
C713,62,Female,42436,31,15,359,12,246,Sports,0,5.0,1,South
C714,18,Female,62963,81,39,220,41,524,Fashion,0,4.0,1,South
C715,39,Male,22096,55,21,106,62,215,Fashion,2,4.2,0,East
C716,69,Male,149940,23,14,70,50,651,Electronics,2,3.5,0,East
C717,34,Male,133737,32,19,195,199,609,Fashion,9,4.9,0,South
C718,24,Male,45279,62,30,186,204,361,Sports,6,3.6,0,West
C719,42,Male,141092,74,31,99,282,798,Fashion,9,4.4,0,South
C720,62,Female,128899,10,11,82,10,574,Electronics,0,4.8,0,West
C721,21,Male,134245,100,41,75,22,933,Food,0,4.7,0,West
C722,53,Female,46201,72,31,340,45,267,Beauty,1,2.5,1,West
C723,23,Male,39715,54,26,192,28,312,Food,1,1.3,0,East
C724,48,Female,49309,52,28,325,69,285,Electronics,2,1.7,0,South
C725,36,Female,35078,20,8,214,47,181,Fashion,5,1.2,1,South
C726,61,Female,76614,32,19,315,19,446,Beauty,0,1.4,1,North
C727,56,Female,25105,14,13,318,26,202,Electronics,1,1.7,1,East
C728,44,Female,137666,50,28,144,30,762,Food,0,2.4,0,North
C729,27,Female,114848,28,9,216,62,605,Fashion,4,3.2,1,North
C730,43,Female,22839,53,22,361,146,241,Electronics,6,3.8,0,West
C731,36,Female,88920,24,10,324,81,497,Sports,7,1.8,1,East
C732,56,Male,63619,79,29,15,271,571,Sports,9,3.7,0,North
C733,20,Male,62821,22,14,217,13,324,Food,0,3.8,1,South
C734,62,Female,145736,30,12,35,76,731,Electronics,6,3.2,0,North
C735,30,Female,33493,63,27,183,129,325,Electronics,4,4.6,0,East
C736,67,Female,37069,4,4,270,37,230,Food,9,1.4,1,South
C737,45,Female,132443,77,35,358,24,752,Food,0,1.7,1,South
C738,37,Female,27531,59,26,100,76,256,Electronics,2,2.7,1,South
C739,45,Male,57051,87,34,7,213,433,Electronics,6,1.5,0,West
C740,25,Male,27736,8,6,30,14,126,Electronics,1,3.3,0,South
C741,58,Male,27710,82,30,305,20,361,Beauty,0,2.6,1,West
C742,56,Male,87155,12,5,144,49,337,Sports,6,2.1,1,West
C743,18,Female,33975,31,15,111,17,216,Beauty,0,1.7,0,North
C744,20,Male,82424,78,35,232,28,537,Electronics,0,2.3,1,North
C745,30,Female,65603,34,21,179,35,310,Beauty,0,3.4,1,South
C746,45,Male,43252,82,42,72,36,470,Electronics,0,3.3,0,East
C747,66,Female,100797,98,47,210,29,757,Fashion,0,1.7,1,South
C748,42,Female,21431,75,37,220,385,362,Sports,10,1.5,1,North
C749,50,Male,94603,76,30,80,245,602,Fashion,8,1.1,0,South
C750,55,Female,57481,49,25,83,279,375,Fashion,10,1.0,0,North
C751,70,Male,112573,79,40,42,99,634,Electronics,2,4.5,0,South
C752,23,Male,29557,57,31,273,146,309,Electronics,4,1.2,1,East
C753,61,Male,94971,95,42,191,187,673,Food,4,3.9,0,South
C754,62,Male,123302,93,35,173,360,914,Food,10,4.5,0,East
C755,49,Male,20162,26,9,7,93,213,Sports,9,1.4,0,East
C756,62,Female,54742,18,5,155,62,288,Food,8,2.7,0,South
C757,64,Female,39675,96,46,10,234,444,Food,5,4.8,0,East
C758,38,Female,93997,86,40,34,338,684,Electronics,8,4.3,0,East
C759,33,Male,37015,38,21,36,163,216,Electronics,7,3.0,0,North
C760,38,Female,70057,81,36,6,260,580,Beauty,7,4.1,0,North
C761,28,Male,52591,87,41,215,24,417,Electronics,0,4.3,0,East
C762,54,Male,113583,88,35,134,305,690,Food,8,2.4,0,West
C763,53,Female,146133,50,30,285,173,642,Electronics,5,4.6,0,South
C764,52,Male,120318,8,5,126,52,535,Sports,8,2.9,0,East
C765,36,Female,29833,41,17,337,36,254,Sports,2,3.1,0,South
C766,37,Female,27896,6,6,174,16,101,Electronics,2,5.0,0,North
C767,35,Male,52972,69,33,152,170,372,Fashion,5,4.4,0,South
C768,64,Male,69733,44,26,331,211,479,Food,8,2.4,1,East
C769,58,Male,140363,64,24,26,153,746,Fashion,6,1.0,0,East
C770,66,Female,61800,29,21,115,71,295,Electronics,2,3.5,0,East
C771,31,Male,116044,28,16,284,53,644,Sports,2,3.8,1,East
C772,32,Male,25347,11,10,75,28,101,Electronics,1,3.6,0,West
C773,48,Male,79063,65,33,166,275,568,Beauty,8,4.9,0,West
C774,18,Female,115850,19,14,189,10,462,Fashion,0,4.5,0,West
C775,70,Male,22643,9,9,78,43,99,Electronics,2,2.8,0,East
C776,20,Male,60785,27,17,90,57,349,Food,2,1.3,0,West
C777,33,Female,38681,34,17,176,70,253,Fashion,4,2.9,0,South
C778,40,Female,70026,44,23,21,193,424,Fashion,8,3.8,0,East
C779,28,Male,123864,68,33,54,245,672,Fashion,7,3.4,0,North
C780,29,Male,35892,100,40,184,44,363,Fashion,1,3.2,0,East
